County,Type,Category,Scientific Name,Common Name,Global Rank,State Rank,Fed. Status,State Status,Habitat,Wet Habitat Flag
Van Buren,Vascular Plant,Flowering Plant,Helianthus eggertii,Eggert's Sunflower,G3,S3,DM,S,Barrens And Roadsides,Upland
Van Buren,Vertebrate Animal,Amphibian,Desmognathus abditus,Cumberland Dusky Salamander,G2G3,S2S3,--,D,Assoc. with streams of Cumberland Plateau; under rocks along small streams or adj. cover; Morgan & Grundy counties.,Aquatic
Van Buren,Invertebrate Animal,Insect,Pseudanophthalmus sp. 27,Rumbling Falls Cave Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands; Van Buren & White counties.,Upland
Van Buren,Invertebrate Animal,Insect,Trechus cumberlandus,Cumberland Ground Beetle,G2,S2,--,"Rare, Not State Listed","Terrestrial associate of caves, springs, sinkholes; escarpment of the Cumberland Plateau, generally.",Upland
Van Buren,Invertebrate Animal,Arachnid,Appaleptoneta sp. 1,A Leptonetid Spider From Ghost River Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; reported from the northern Cumberlands.,Upland
Van Buren,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
Van Buren,Invertebrate Animal,Insect,Pseudanophthalmus vanburenensis,A Cave Obligate Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Van Buren,Vascular Plant,Flowering Plant,Platanthera integrilabia,White Fringeless Orchid,G2G3,S2S3,LT,E,Acidic Seeps And Stream Heads,Possible
Van Buren,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
Van Buren,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
Van Buren,Nonvascular Plant,Non-Vascular Plant,Plagiochila punctata,Spotty featherwort,G5,S1,--,S,Sandstone Bluffs And Cliffs,Upland
Van Buren,Nonvascular Plant,Non-Vascular Plant,Metzgeria uncigera,Metzgeria,G3,S1,--,S,Bark Of American Holly,Upland
Van Buren,Nonvascular Plant,Non-Vascular Plant,Cololejeunea ornata,Ornate Cololejeunea,G2G4,S1,--,T,Sinks & High Humidity Areas On Limestone,Possible
Van Buren,Vertebrate Animal,Bird,Aquila chrysaetos,Golden Eagle,G5,S1,--,D,"Open country, open wooded country, and barren areas, especially in hilly or mountainous regions.",Upland
Van Buren,Nonvascular Plant,Non-Vascular Plant,Lejeunea sharpii,Sharp's Lejeunea,G2G3,S1S2,--,E,"Calcareous Bluffs, Rock & Logs Of Wet Sinks",Possible
Van Buren,Invertebrate Animal,Insect,Pseudosinella sp. 5,A Cave Springtail From Swamp River Cave,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Van Buren,Invertebrate Animal,Insect,Aloconota diversiseta,A Rove Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
Van Buren,Invertebrate Animal,Insect,Hypogastrura sp. 1,A Viatica Group Springtail,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Van Buren County; known from one cave in the Cumberland Plateau.,Upland
Van Buren,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
Van Buren,Vascular Plant,Flowering Plant,Berberis canadensis,American Barberry,G3G4,S2,--,S,Rocky Woods And River Bars,Possible
Van Buren,Vertebrate Animal,Bird,Thryomanes bewickii,Bewick's Wren,G5,S1,--,D,"Brushy areas, thickets and scrub in open country, open and riparian woodland.",Upland
Van Buren,Vascular Plant,Flowering Plant,Gaylussacia dumosa,Dwarf Huckleberry,G5,S3,--,T,Barrens,Possible
Van Buren,Invertebrate Animal,Insect,Onychiurus sp. 2,A Cave Obligate Springtail From TN,G1,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, middle Cumberlands; reported from a single cave in Van Buren County.",Upland
Van Buren,Vascular Plant,Flowering Plant,Scleria muehlenbergii,Muhlenberg's Nutrush,G5,S2,--,T,Wet Meadows,Possible
Van Buren,Invertebrate Animal,Other Type,Chaetaspis sp. 1,A Cave Millipede From Thunder Run Cave (TN),G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; wet caves of central Cumberland Plateau; Van Buren County; known from a single cave at present.,Upland
Van Buren,Invertebrate Animal,Insect,Pseudosinella christianseni,A Cave Obligate Springtail,G5,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; portions of Cumberland Plateau & Sequatchie Valley.,Upland
Van Buren,Vascular Plant,Flowering Plant,Drosera intermedia,Spoonleaf Sundew,G5,S2,--,S,Acidic Wetlands,Possible
Van Buren,Vascular Plant,Flowering Plant,Platanthera integra,Yellow Fringeless Orchid,G3G4,S1,--,E,Wet Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Platanthera integra,Yellow Fringeless Orchid,G3G4,S1,--,E,Wet Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Rhynchospora macrostachya,Tall Horned Beak-Rush,G4,S1S2,--,S,Depression Ponds And Wet Barrens,Possible
Warren,Invertebrate Animal,Mollusc,Helicodiscus punctatellus,Punctate Coil,G1,S1,--,"Rare, Not State Listed","Limestone talus deposits, Eastern Highland Rim; Jackson County; known from Pleistocene fossil specimens; may not be extant in TN.",Upland
Warren,Invertebrate Animal,Mollusc,Helicodiscus hadenoecus,Cricket Coil,G3,S3,--,"Rare, Not State Listed",Cave obligate; feeds on cricket guano; Eastern Highland Rim & Cumberland Plateau.,Upland
Warren,Vertebrate Animal,Fish,Etheostoma forbesi,Barrens Darter,G1G2,S1,--,E,Headwaters of the Barren Fork & Hickory Creek drainages; Cumberland River watershed.,Aquatic
Warren,Invertebrate Animal,Insect,Tychobythinus strinatii,A Cave Obligate Beetle,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Warren,Vascular Plant,Flowering Plant,Pogonia ophioglossoides,Rose Pogonia,G5,S2,--,E,Wet Acidic Barrens,Possible
Warren,Invertebrate Animal,Mollusc,Lithasia geniculata pinguis,Small Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed","Headwater form of L. geniculata, in small rivers and large streams, on gravel substrates; upper Duck & Caney Fork systems.",Aquatic
Warren,Vascular Plant,Flowering Plant,Gymnopogon brevifolius,Broad-leaved Beardgrass,G5,S1S2,--,S,Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Helianthemum propinquum,Low Frostweed,G4,S1S2,--,E,Barrens,Upland
Warren,Vascular Plant,Flowering Plant,Dalea candida,White Prairie-clover,G5,S2,--,T,Barrens,Upland
Warren,Vertebrate Animal,Amphibian,Cryptobranchus alleganiensis,Hellbender,G3,S3,No Status,E,"Rocky, clear creeks and rivers with large shelter rocks.",Aquatic
Warren,Vertebrate Animal,Fish,Hemitremia flammea,Flame Chub,G3,S3,--,D,Springs and spring-fed streams with lush aquatic vegetation; Tennessee & middle Cumberland river watersheds.,Aquatic
Warren,Vascular Plant,Flowering Plant,Lysimachia x producta,Loosestrife,GNA,S1,--,S,Wet Meadows,Possible
Warren,Vascular Plant,Flowering Plant,Rhynchospora rariflora,Few-flowered Beak-rush,G5,S1,--,E,Swamps And Bogs,Possible
Warren,Vascular Plant,Flowering Plant,Xyris laxifolia var. iridifolia,Wide-leaved Yellow-eyed Grass,G4G5T4T5,S2,--,T,Pond Margins And Marshes,Possible
Warren,Vascular Plant,Flowering Plant,Vitis rupestris,Sand Grape,G3,S1,--,E,"Sandy, Rocky Riverbanks",Upland
Warren,Vascular Plant,Flowering Plant,Pedicularis lanceolata,Swamp Lousewort,G5,S1S2,--,S,Wet Acidic Barrens And Seeps,Possible
Warren,Vascular Plant,Flowering Plant,Liparis loeselii,Fen Orchis,G5,S1,--,T,Calcareous Seeps,Possible
Warren,Vertebrate Animal,Mammal,Corynorhinus rafinesquii,Rafinesque's Big-eared Bat,G3G4,S3,--,D,"Caves, hollow trees, abandoned buildings; often associated with forested areas.",Upland
Warren,Vascular Plant,Flowering Plant,Drosera brevifolia,Dwarf Sundew,G5,S2,--,T,Wet Barrens And Ecotones,Possible
Warren,Vascular Plant,Flowering Plant,Platanthera nivea,Snowy Orchid,G5,S1,--,E,Wet Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Eleocharis wolfii,Wolf Spike-rush,G3G5,S1,--,E,Wet Woods On Floodplains,Possible
Warren,Vascular Plant,Flowering Plant,Rhynchospora chalarocephala,Loose-headed Beakrush,G5,S1,--,T,Wet Barrens,Possible
Warren,Vertebrate Animal,Mammal,Myotis leibii,Eastern Small-footed Myotis,G4,S2S3,--,D,"Hibernates in caves & mines; also uses abandoned buildings, bridges, and barns seasonally.",Upland
Warren,Vascular Plant,Flowering Plant,Eryngium integrifolium,Blue-flower Coyote-thistle,G5,S1,--,T,Wet Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Panicum hemitomon,Maidencane,G5?,S2,--,S,Ponds In Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Aureolaria patula,Spreading False-foxglove,G3,S3,--,S,Oak Woods And Edges,Upland
Warren,Vertebrate Animal,Mammal,Neotoma magister,Allegheny Woodrat,G3G4,S3,--,D,"Outcrops, cliffs, talus slopes, crevices, sinkholes, caves & karst.",Upland
Warren,Vascular Plant,Flowering Plant,Panax quinquefolius,American Ginseng,G3G4,S3S4,--,S-CE,Rich Woods,Possible
Warren,Invertebrate Animal,Other Type,Pseudotremia acheron,A Cave Obligate Millipede,G1G2,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; caves of the central Cumberlands; Warren & Van Buren counties.,Upland
Warren,Invertebrate Animal,Arachnid,Phalangodes appalachius,A Cave Obligate Harvestman,G3G4,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; Cumberland Plateau.,Upland
Warren,Vascular Plant,Flowering Plant,Ponthieva racemosa,Shadow-witch,G4G5,S1,--,E,Wet Woods,Possible
Warren,Invertebrate Animal,Mollusc,Carychium stygium,Cave Thorn,G3,S2,--,"Rare, Not State Listed",Cave obligate; feeds on cricket guano; Highland Rim & escarpment of Cumberland Plateau.,Upland
Warren,Vascular Plant,Fern and Fern Ally,Lycopodiella alopecuroides,Foxtail Clubmoss,G5,S2,--,T,Wet Acidic Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Spiranthes lucida,Shining Ladies'-tresses,G4,S1S2,--,T,Alluvial Woods And Moist Slopes,Possible
Warren,Vertebrate Animal,Mammal,Myotis lucifugus,Little Brown Myotis,G3,S3,--,T,Often uses human-made structures for resting and maternity sites; they also use caves and hollow trees. Typically feed over water.,No Data
Warren,Vascular Plant,Flowering Plant,Phyllanthopsis phyllanthoides,Maidenbush,G4,S1,--,T,Limestone Outcrops,No Data
Warren,Vertebrate Animal,Mammal,Perimyotis subflavus,Tri-colored bat,G2G3,S2S3,--,T,Generally associated with forested landscapes but may roost near openings.,No Data
Warren,Invertebrate Animal,Mollusc,Leptoxis umbilicata,Umbilicate Rocksnail,G1Q,S1,--,"Rare, Not State Listed",Medium sized rivers & large creeks in portions of lower Cumb. and Tenn. river systems; Stones River; possibly a form or morph.,Aquatic
Warren,Vascular Plant,Flowering Plant,Glyceria acutiflora,Sharp-scaled Mannagrass,G5,S2,--,S,"Swamps,Ponds",Possible
Warren,Vascular Plant,Flowering Plant,Dichanthelium acuminatum ssp. leucothrix,Roughish Witchgrass,G4?Q,S1,--,S,Moist Pine Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Rhynchospora perplexa,Obscure Beak-rush,G5,S2,--,T,"Marshes, Wet Barrens",Possible
Warren,Invertebrate Animal,Crustacean,Orconectes australis,Southern Cave Crayfish,G5,S3,--,"Rare, Not State Listed",Aquatic cave obligate; subterranean streams & pools; Eastern Highland Rim escarpment to the Cumberland Plateau.,Aquatic
Warren,Vertebrate Animal,Fish,Typhlichthys subterraneus,Southern Cavefish,G4,S3,--,D,"Aquatic cave obligate; cave streams, karst waters, and water supply wells; reported from all karst regions excluding RV & BR.",Aquatic
Warren,Vascular Plant,Flowering Plant,Carex barrattii,Barratt's Sedge,G4,S2,--,E,Wet Woods And Oak Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Juncus elliottii,Elliott's Rush,G4G5,S1,--,S,Wet Barrens,Possible
Warren,Invertebrate Animal,Mollusc,Simpsonaias ambigua,Salamander Mussel,G3,S1,--,"Rare, Not State Listed","In sand or silt under large, flat stones in areas of swift current; occurred historically in E Fk Stones R; 2005 obs in lower Duck R.",Aquatic
Warren,Invertebrate Animal,Insect,Pseudanophthalmus templetoni,A Cave Obligate Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; Collins River basin.,Upland
Warren,Invertebrate Animal,Mollusc,Vertigo clappi,Cupped Vertigo,G1G2,S1,--,"Rare, Not State Listed",In leaf litter and moss on forested hillsides; Blue Ridge; Monroe County.,Upland
Warren,Invertebrate Animal,Mollusc,Daedalochila auriformis,Rockpile Liptooth,G4,S1,--,"Rare, Not State Listed","Wet, grassy habitats, generally in full sun; barrens & remnant prairies; Coffee & Warren counties; disjunct from central Alabama.",Possible
Warren,Vascular Plant,Flowering Plant,Lathyrus palustris,Marsh Pea,G5,S1,--,S,Wet Woods & Marshes,Possible
Warren,Invertebrate Animal,Mollusc,Lithasia geniculata fuliginosa,Geniculate River Snail,G3QT3Q,S2,--,"Rare, Not State Listed",Medium-sized river form of L. geniculata; portions of lower Cumberland and lower Tennessee river systems; Duck & Buffalo rivers.,Aquatic
Warren,Vertebrate Animal,Bird,Ixobrychus exilis,Least Bittern,G4G5,S2B,--,D,Marshes with scattered bushes or other woody growth; readily uses artificial wetland habitats.,Possible
Warren,Invertebrate Animal,Insect,Litocampa sp. 5,A Cave Dipluran From TN,G2,S1,--,"Rare, Not State Listed","Terrestrial cave obligate, Cumberland Plateau escarpment.",Upland
Warren,Vascular Plant,Flowering Plant,Listera australis,Southern Twayblade,G4,S1S2,--,E,Wet-Mesic Woods,Possible
Warren,Vertebrate Animal,Fish,Notropis rupestris,Bedrock Shiner,G2,S2,--,D,Bedrock pools of some low-gradient streams of the Nashville Basin.,Aquatic
Warren,Vertebrate Animal,Mammal,Myotis grisescens,Gray Myotis,G4,S2,LE,E,Cave obligate year-round; frequents forested areas; migratory.,Upland
Warren,Vertebrate Animal,Fish,Fundulus julisia,Barrens Topminnow,G1,S1,LE,E,"Springs, spring runs, and first- and second-order headwaters and creeks in the Barrens of Cannon, Coffee, & Warren counties.",Aquatic
Warren,Vascular Plant,Flowering Plant,Hydrolea quadrivalvis,Waterpod,G5,S1,--,S,Depression Ponds & Wetlands,Possible
Warren,Invertebrate Animal,Mollusc,Lasmigona holstonia,Tennessee Heelsplitter,G3,S2,--,"Rare, Not State Listed","Spring runs, creeks, & small rivers, in subst of sand & mud; upper Tenn & Conasauga river watersheds; Blue Ridge & Ridge & Valley.",Aquatic
Warren,Vascular Plant,Flowering Plant,Juncus brachycephalus,Small-headed Rush,G5,S2,--,S,Seeps And Wet Bluffs,Possible
Warren,Invertebrate Animal,Insect,Pseudanophthalmus macradei,A Cave Obligate Beetle,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Warren,Vascular Plant,Flowering Plant,Lysimachia terrestris,Swamp Loosestrife,G5,S1,--,E,Wet Prairies And Swamps,Possible
Warren,Invertebrate Animal,Mollusc,Pegias fabula,Littlewing Pearlymussel,G1,S1,LE,E,"Cool, clear, high-gradient streams in sand, gravel, and cobble substrates, riffles; portions of Cumberland & upper Tenn. river systems.",Aquatic
Warren,Vascular Plant,Flowering Plant,Muhlenbergia torreyana,Torrey's Dropseed,G3,S1,--,E,Oak Barren Bogs,Possible
Warren,Nonvascular Plant,Non-Vascular Plant,Palamocladium leskeoides,A Moss,G3G5,S1,--,T,Seepy Limestone Cliffs And Bluffs,Possible
Warren,Vertebrate Animal,Amphibian,Gyrinophilus palleucus,Tennessee Cave Salamander,G2G3,S2,--,T,"Aquatic cave obligate; cave streams & rimstone pools; Central Basin, Eastern Highland Rim, & Cumberland Plateau.",Aquatic
Warren,Invertebrate Animal,Insect,Pseudanophthalmus vanburenensis,A Cave Obligate Beetle,G1,S1,--,"Rare, Not State Listed",Terrestrial cave obligate; middle Cumberlands.,Upland
Warren,Vascular Plant,Flowering Plant,Lechea pulchella,Leggett's Pinweed,G5,S1,--,E,Barrens,Upland
Warren,Vertebrate Animal,Fish,Etheostoma akatulo,Bluemask (Jewel) Darter,G1,S1,LE,E,Streams with slow to moderate current over clean sand and fine gravel; Caney Fork River system (above Great Falls Reservoir).,Aquatic
Warren,Vertebrate Animal,Fish,Etheostoma luteovinctum,Redband Darter,G4,S4,--,D,Limestone streams; Nashville Basin & portions of Highland Rim.,Aquatic
Warren,Vertebrate Animal,Mammal,Myotis sodalis,Indiana Myotis,G2,S1,LE,E,Hibernates in caves; spring/summer maternity roosts are normally under the bark of standing trees.,Upland
Warren,Vascular Plant,Flowering Plant,Stenanthium tennesseense,Death-camas,G2,S2,--,T,Acidic Wetlands,Possible
Warren,Vascular Plant,Flowering Plant,Lespedeza angustifolia,Narrowleaf Bushclover,G5,S2,--,T,Barrens,Upland
Warren,Vascular Plant,Flowering Plant,Myriophyllum pinnatum,Cutleaf Water-milfoil,G5,S1,--,E,Acidic Wetland And Ponds,Possible
Warren,Vascular Plant,Flowering Plant,Hypericum adpressum,Creeping St. John's-wort,G3,S1,--,E,Edges Of Ponds And Lakes,Possible
Warren,Vascular Plant,Flowering Plant,Polygala nana,Dwarf Milkwort,G5,S1,--,E,Wet Acidic Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Eleocharis lanceolata,Lance-like Spike-rush,G4G5,S1,--,S,Wet Areas,Possible
Warren,Invertebrate Animal,Mollusc,Pleuronaia gibberum,Cumberland Pigtoe,G1,S1,LE,E,"Shallow areas in small-medium rivers in riffles with sand and gravel substrates; tribs of Cumberland River & poss TN R, middle Tenn.",Aquatic
Warren,Vascular Plant,Flowering Plant,Gaylussacia dumosa,Dwarf Huckleberry,G5,S3,--,T,Barrens,Possible
Warren,Vascular Plant,Flowering Plant,Iris prismatica,Slender Blue Flag,G4G5,S2S3,--,T,Wet Barrens,Possible
Warren,Invertebrate Animal,Arachnid,Kleptochthonius barri,A Cave Obligate Pseudoscorpion,G1G2,S1S2,--,"Rare, Not State Listed",Terrestrial cave obligate; southern Cumberlands.,Upland
Warren,Invertebrate Animal,Arachnid,Hesperochernes mirabilis,Southeastern Cave Pseudoscorpion,G5,S3,--,"Rare, Not State Listed",Terrestrial cave obligate; woodrat debris in caves; middle Tennessee.,Upland
Warren,Invertebrate Animal,Insect,Pseudosinella christianseni,A Cave Obligate Springtail,G5,S2,--,"Rare, Not State Listed",Terrestrial cave obligate; portions of Cumberland Plateau & Sequatchie Valley.,Upland
Warren,Vascular Plant,Flowering Plant,Drosera intermedia,Spoonleaf Sundew,G5,S2,--,S,Acidic Wetlands,Possible
Washington,Invertebrate Animal,Mollusc,Discus bryanti,Sawtooth Disc,G3,S1S2,--,"Rare, Not State Listed","Leaf litter in rocky upland woods, under rotting logs; northeast Tennessee; Blue Ridge.",Upland
Washington,Vertebrate Animal,Bird,Limnothlypis swainsonii,Swainson's Warbler,G4,S3,--,D,"Mature, rich, damp, deciduous floodplain and swamp forests.",Possible
Washington,Vascular Plant,Fern and Fern Ally,Botrychium oneidense,Blunt-lobed Grapefern,G4,S1,--,S,Moist Forests,Possible
Washington,Vascular Plant,Flowering Plant,Goodyera repens,Dwarf Rattlesnake-plantain,G5,S1,--,S,Moist Conifer/Rhododendron Woods,Upland
Washington,Vascular Plant,Flowering Plant,Lonicera canadensis,American Fly-honeysuckle,G5,S1,--,T,Mountain Woods And Streams,Possible
